trait	chr	pos	QTL_Type	logP_AD	DGE_chr	DGE_start	DGE_end
gnl.UG.Ssc.S35165042	1	3533283	overdominant	5.05 	NA	NA	NA
gnl.UG.Ssc.S31111249	10	72375760	overdominant	5.42 	NA	NA	NA
gnl.UG.Ssc.S23698303	12	22890196	overdominant	5.35 	NA	NA	NA
AMP01_0095_C09	7	93251213	overdominant	5.11 	8	130594675	130649857
gnl.UG.Ssc.S35172055	11	20826258	overdominant	5.08 	NA	NA	NA
gnl.UG.Ssc.S35173492	13	179658815	overdominant	5.25 	NA	NA	NA
gnl.UG.Ssc.S39976811	13	185282146	overdominant	5.05 	NA	NA	NA
gnl.UG.Ssc.S18359068	5	98025228	overdominant	5.40 	NA	NA	NA
gnl.UG.Ssc.S26403013	10	10388934	overdominant	5.09 	NA	NA	NA
gnl.UG.Ssc.S40350843	4	130119152	overdominant	5.12 	NA	NA	NA
gnl.UG.Ssc.S35164759	15	107735522	overdominant	5.08 	5	22652127	22656079
gnl.UG.Ssc.S40037863	15	152330949	overdominant	5.31 	NA	NA	NA
gnl.UG.Ssc.S40109867	1	223043310	overdominant	5.87 	NA	NA	NA
gnl.UG.Ssc.S18384425	16	70031425	overdominant	5.09 	NA	NA	NA
gnl.UG.Ssc.S40480664	7	12710295	overdominant	5.09 	NA	NA	NA
gnl.UG.Ssc.S19540140	3	30215372	overdominant	5.05 	15	153946104	153950517
gnl.UG.Ssc.S31124818	2	57572672	overdominant	5.03 	NA	NA	NA
gnl.UG.Ssc.S35166005	18	11121298	overdominant	5.52 	NA	NA	NA
TCH01_0052_B07	11	79596000	overdominant	5.07 	NA	NA	NA
gnl.UG.Ssc.S16512520	12	12594833	overdominant	5.40 	7	5430130	5470963
AMP01_0084_F09	17	9014186	overdominant	5.05 	2	43921203	43954469
OVRM1_0089_D04	16	33087514	overdominant	5.36 	NA	NA	NA
gnl.UG.Ssc.S35168625	1	248675922	overdominant	5.22 	NA	NA	NA
LVRM1_0077_F12	6	142973530	overdominant	5.05 	NA	NA	NA
gnl.UG.Ssc.S6083427	3	106543907	overdominant	5.87 	4	129940634	129991123
gnl.UG.Ssc.S23697302	4	78539462	overdominant	5.02 	4	37743464	37783965
gnl.UG.Ssc.S40569612	16	70031425	overdominant	5.15 	NA	NA	NA
gnl.UG.Ssc.S19540505	15	135820525	overdominant	5.09 	9	95996485	96120246
gnl.UG.Ssc.S46879791	7	10543393	overdominant	5.07 	4	121350389	121368612
gnl.UG.Ssc.S35169838	2	5087022	overdominant	5.14 	11	75379204	75555916
OVR01_0075_G12	6	12896479	overdominant	5.02 	7	120954018	120966278
TCH01_0055_B04	1	292702656	overdominant	5.01 	3	53861567	53918903
gnl.UG.Ssc.S35169099	1	135569814	overdominant	5.52 	NA	NA	NA
gnl.UG.Ssc.S6076214	4	131402801	overdominant	5.01 	NA	NA	NA
gnl.UG.Ssc.S40591668	15	128827052	overdominant	5.11 	12	41461519	41507345
gnl.UG.Ssc.S46877545	15	127879553	overdominant	5.01 	13	35921157	35928150
gnl.UG.Ssc.S35165916	6	112145712	overdominant	5.01 	14	2866432	2869696
gnl.UG.Ssc.S40304693	4	134362920	overdominant	5.04 	NA	NA	NA
OVRM1_0225_A02	4	139943684	overdominant	5.02 	NA	NA	NA
gnl.UG.Ssc.S22839340	8	146101319	overdominant	5.13 	11	86117929	86134887
TCH01_0086_H09	9	10686911	overdominant	5.19 	NA	NA	NA
PBL01_0071_C08	6	77157769	overdominant	5.14 	NA	NA	NA
OVRM1_0207_G09	11	9416753	overdominant	5.04 	12	19510100	19518406
gnl.UG.Ssc.S46876504	2	150320761	overdominant	5.13 	14	53363490	53366597
gnl.UG.Ssc.S17516064	14	8472448	overdominant	5.25 	NA	NA	NA
gnl.UG.Ssc.S23213030	6	125579101	overdominant	5.00 	5	6766421	6783784
gnl.UG.Ssc.S27601302	5	36120362	overdominant	5.19 	7	102786805	102791429
gnl.UG.Ssc.S35166497	4	5253532	overdominant	5.37 	6	155486007	155494384
gnl.UG.Ssc.S35167524	12	7075951	overdominant	5.58 	1	175574063	175589143
gnl.UG.Ssc.S35166910	7	121856606	overdominant	5.19 	2	8484044	8492563
gnl.UG.Ssc.S31133739	2	143423036	overdominant	5.37 	3	77284803	77362173
gnl.UG.Ssc.S40191217	12	52989009	overdominant	5.04 	NA	NA	NA
gnl.UG.Ssc.S39976811	1	11270636	overdominant	5.09 	NA	NA	NA
gnl.UG.Ssc.S35169714	13	205507503	overdominant	5.24 	NA	NA	NA
gnl.UG.Ssc.S23693410	11	69361885	overdominant	6.30 	NA	NA	NA
gnl.UG.Ssc.S46879522	1	43703682	overdominant	5.31 	NA	NA	NA
gnl.UG.Ssc.S6063033	12	9181079	overdominant	5.00 	7	134465992	134490738
gnl.UG.Ssc.S46876336	11	15333394	overdominant	5.39 	15	151451225	151542446
gnl.UG.Ssc.S46881240	7	49953959	overdominant	5.03 	1	294632949	294656253
LNG01_0097_D05	16	36441465	overdominant	5.87 	NA	NA	NA
gnl.UG.Ssc.S14902333	6	48317509	dominant	5.84 	15	82491704	82597617
gnl.UG.Ssc.S40546308	8	64355935	overdominant	5.01 	3	51854371	51857245
gnl.UG.Ssc.S46880597	18	13935587	overdominant	6.38 	1	142954883	142982556
SMG01_0086_G05	10	62520412	overdominant	5.13 	NA	NA	NA
gnl.UG.Ssc.S31109228	13	203251297	overdominant	5.14 	NA	NA	NA
gnl.UG.Ssc.S50164888	13	186001107	overdominant	5.08 	6	13272176	13293758
DCI01_0037_H06	5	108646817	overdominant	5.06 	9	18898060	18972531
gnl.UG.Ssc.S46880550	12	62148072	overdominant	5.05 	NA	NA	NA
MLTL1_0078_C01	14	126543093	overdominant	4.98 	NA	NA	NA
gnl.UG.Ssc.S35164881	15	131637011	overdominant	4.98 	NA	NA	NA
gnl.UG.Ssc.S35170543	18	47781286	overdominant	4.98 	14	120241402	120251848
gnl.UG.Ssc.S35172820	15	29033970	overdominant	5.22 	8	29672295	29674595
gnl.UG.Ssc.S35165042	9	52833797	overdominant	4.96 	NA	NA	NA
ITT01_0039_E03	11	16289120	overdominant	5.14 	NA	NA	NA
gnl.UG.Ssc.S18388280	1	35443761	overdominant	5.00 	NA	NA	NA
gnl.UG.Ssc.S35164408	6	141438009	overdominant	5.33 	NA	NA	NA
PBL01_0009_F01	4	108974555	partial-dominant	56.65 	NA	NA	NA
gnl.UG.Ssc.S40042631	2	129513449	overdominant	4.99 	12	58110959	58132945
gnl.UG.Ssc.S16175995	1	278359352	overdominant	5.11 	10	37724514	37837919
gnl.UG.Ssc.S16512862	9	71767912	overdominant	5.02 	NA	NA	NA
gnl.UG.Ssc.S29981402	16	5548539	overdominant	5.45 	X	34366878	34370540
gnl.UG.Ssc.S26653060	17	11482484	overdominant	5.09 	GL894367.1	4548	52504
MLN01_0073_F02	15	62033445	overdominant	5.12 	NA	NA	NA
gnl.UG.Ssc.S35169868	7	109330277	overdominant	4.95 	2	148046706	148058378
OVRM1_0194_C07	6	151815745	overdominant	6.45 	NA	NA	NA
gnl.UG.Ssc.S46879665	10	1946432	overdominant	5.30 	4	91134122	91146232
gnl.UG.Ssc.S35173926	3	11450378	overdominant	5.01 	9	9147993	9155011
gnl.UG.Ssc.S17516141	4	103369581	overdominant	5.01 	NA	NA	NA
gnl.UG.Ssc.S35167098	11	53388276	overdominant	5.08 	NA	NA	NA
gnl.UG.Ssc.S46875913	17	46097211	overdominant	5.00 	17	49135521	49192392
gnl.UG.Ssc.S35172653	13	28277989	overdominant	4.95 	GL893226.1	113842	114990
gnl.UG.Ssc.S18279888	9	61348978	overdominant	5.10 	NA	NA	NA
gnl.UG.Ssc.S19544267	9	137993593	overdominant	5.43 	NA	NA	NA
gnl.UG.Ssc.S19537351	9	14276646	overdominant	5.15 	1	56995037	57010628
gnl.UG.Ssc.S40191780	4	125722039	overdominant	5.00 	NA	NA	NA
gnl.UG.Ssc.S23767003	4	110925520	overdominant	4.98 	2	75342964	75381642
TES01_0105_C04	1	8726913	overdominant	5.26 	NA	NA	NA
gnl.UG.Ssc.S46876343	11	14374052	overdominant	5.09 	15	148216756	148418220
PTG01_0043_B10	1	22968149	overdominant	5.19 	NA	NA	NA
gnl.UG.Ssc.S18548805	13	148254759	dominant	5.13 	18	35904425	35907118
LVRM1_0166_D04	4	2798179	overdominant	4.98 	13	37264062	37271951
gnl.UG.Ssc.S23213479	15	142893867	overdominant	5.20 	1	50163018	50171193
gnl.UG.Ssc.S20936128	5	1681181	overdominant	5.14 	NA	NA	NA
gnl.UG.Ssc.S35171313	2	41979860	overdominant	5.13 	8	108000816	108196659
gnl.UG.Ssc.S40004472	9	10846888	overdominant	4.94 	NA	NA	NA
gnl.UG.Ssc.S52128939	4	103369581	overdominant	4.93 	2	70037076	70078479
gnl.UG.Ssc.S36162702	2	20738037	overdominant	5.13 	1	298943393	299006601
gnl.UG.Ssc.S35171802	1	191819089	overdominant	4.99 	4	104599236	104600403
gnl.UG.Ssc.S35166418	1	264678435	overdominant	4.93 	NA	NA	NA
gnl.UG.Ssc.S46878143	3	67610273	overdominant	5.07 	7	24064646	24076227
gnl.UG.Ssc.S35166222	13	12603313	overdominant	6.43 	NA	NA	NA
gnl.UG.Ssc.S46881249	10	62976922	overdominant	5.02 	1	23480022	23510485
gnl.UG.Ssc.S35169245	1	163648076	overdominant	5.00 	2	70079758	70084452
ITT01_0089_E06	17	19278181	overdominant	5.05 	7	63425125	63443865
DCI01_0069_C12	9	135580018	overdominant	5.02 	NA	NA	NA
gnl.UG.Ssc.S50210948	12	25741688	overdominant	5.74 	9	143198041	143281088
gnl.UG.Ssc.S18358331	5	77936609	overdominant	4.92 	NA	NA	NA
gnl.UG.Ssc.S35164562	3	83516453	overdominant	5.06 	NA	NA	NA
AMP01_0070_F12	5	78067097	overdominant	4.92 	2	135104404	135158940
gnl.UG.Ssc.S35172591	1	125714885	overdominant	5.08 	NA	NA	NA
gnl.UG.Ssc.S40514352	16	20774580	overdominant	4.93 	NA	NA	NA
gnl.UG.Ssc.S35165012	9	70390277	overdominant	5.26 	NA	NA	NA
OVRM1_0056_D01	5	20161437	overdominant	4.91 	6	94749953	94835636
gnl.UG.Ssc.S35171889	12	6882971	overdominant	5.10 	NA	NA	NA
SPL01_0080_E02	6	4373781	overdominant	4.94 	15	147281211	147314281
gnl.UG.Ssc.S23699716	8	120417888	overdominant	4.92 	NA	NA	NA
gnl.UG.Ssc.S18555433	9	138754600	overdominant	5.29 	NA	NA	NA
LNG01_0024_E05	17	59618354	overdominant	4.93 	NA	NA	NA
gnl.UG.Ssc.S18547535	18	24828483	overdominant	4.94 	5	61054166	61058328
gnl.UG.Ssc.S40503304	2	115719043	overdominant	5.14 	NA	NA	NA
gnl.UG.Ssc.S46876043	11	52010601	overdominant	5.25 	17	29969301	30010476
gnl.UG.Ssc.S35170328	3	5713062	overdominant	5.01 	7	80123012	80136152
gnl.UG.Ssc.S35165638	5	49960292	overdominant	4.91 	14	53232926	53235595
gnl.UG.Ssc.S46878039	1	144135159	overdominant	4.92 	7	27566956	27579123
gnl.UG.Ssc.S31124720	3	93221408	overdominant	4.93 	NA	NA	NA
gnl.UG.Ssc.S40514598	17	68370260	overdominant	4.90 	NA	NA	NA
gnl.UG.Ssc.S14891358	6	80358945	overdominant	5.10 	JH118898.1	147348	151926
gnl.UG.Ssc.S20946999	3	133538201	overdominant	4.92 	7	83003427	83022231
OVR01_0040_B12	6	112177636	overdominant	4.92 	NA	NA	NA
gnl.UG.Ssc.S35167624	3	15116884	overdominant	5.01 	6	77047031	77082452
SPL01_0027_H08	15	142418789	overdominant	5.75 	2	77655741	77666785
gnl.UG.Ssc.S40202368	13	131174871	overdominant	4.91 	NA	NA	NA
gnl.UG.Ssc.S23212901	9	2484354	dominant	4.99 	NA	NA	NA
gnl.UG.Ssc.S37959694	13	195762111	overdominant	4.97 	2	98794388	98885272
PTG01_0065_B05	15	120316482	overdominant	4.93 	NA	NA	NA
LVRM1_0096_D06	15	36160785	overdominant	4.98 	NA	NA	NA
gnl.UG.Ssc.S35172980	11	1285761	overdominant	5.10 	3	6534854	6548970
gnl.UG.Ssc.S17512150	5	87238120	overdominant	5.01 	NA	NA	NA
gnl.UG.Ssc.S35173904	10	69572862	overdominant	4.90 	3	106694024	106732517
gnl.UG.Ssc.S18355951	6	113074700	overdominant	4.97 	1	83271468	83349373
LNG01_0027_B11	14	9598057	overdominant	5.30 	6	13479005	13484349
gnl.UG.Ssc.S34509766	9	146799282	overdominant	4.92 	17	23453847	23462854
gnl.UG.Ssc.S17526267	7	72468984	overdominant	5.14 	13	39060225	39067676
gnl.UG.Ssc.S40335524	2	84483509	partial-dominant	34.32 	NA	NA	NA
gnl.UG.Ssc.S35168445	1	133084921	overdominant	4.90 	7	102076065	102106582
gnl.UG.Ssc.S5997273	1	36677135	overdominant	4.88 	12	1143385	1149170
gnl.UG.Ssc.S35167488	15	26347667	overdominant	5.40 	GL892421.2	8601	40465
gnl.UG.Ssc.S35165650	5	34198296	overdominant	5.20 	NA	NA	NA
gnl.UG.Ssc.S35167446	8	109273139	overdominant	4.93 	NA	NA	NA
gnl.UG.Ssc.S35173403	15	54976177	overdominant	4.97 	NA	NA	NA
DCI01_0066_H08	11	16634421	overdominant	5.06 	10	45065121	45177941
BKFL1_0037_H07	3	71593038	overdominant	5.28 	NA	NA	NA
gnl.UG.Ssc.S35172982	6	93834752	overdominant	5.12 	NA	NA	NA
gnl.UG.Ssc.S17515553	10	32688555	overdominant	4.93 	NA	NA	NA
gnl.UG.Ssc.S35172802	14	124432317	overdominant	4.90 	13	109220805	109339504
gnl.UG.Ssc.S18279888	6	92802269	overdominant	4.92 	NA	NA	NA
gnl.UG.Ssc.S26715431	10	25691859	overdominant	4.92 	NA	NA	NA
gnl.UG.Ssc.S34530225	16	514562	overdominant	4.98 	17	44379569	44381550
gnl.UG.Ssc.S40099921	1	83357328	overdominant	5.58 	2	89844360	89996126
gnl.UG.Ssc.S35168664	5	5063135	overdominant	5.05 	2	53874551	53892534
OVR01_0027_F02	12	15060605	overdominant	4.98 	9	59108821	59325616
gnl.UG.Ssc.S40429453	1	196250147	overdominant	4.94 	NA	NA	NA
gnl.UG.Ssc.S35173129	1	293451789	overdominant	4.86 	6	145909244	145933295
gnl.UG.Ssc.S52535174	15	136430173	overdominant	4.92 	7	134465992	134490738
gnl.UG.Ssc.S40150400	6	41842283	overdominant	5.31 	14	94915443	94974092
gnl.UG.Ssc.S35171319	8	2234563	overdominant	4.89 	1	302971843	303025990
LVR01_0089_B04	4	113609363	additive	56.06 	NA	NA	NA
gnl.UG.Ssc.S23213557	15	51905499	overdominant	5.02 	18	59574866	59578243
gnl.UG.Ssc.S26722923	15	126252009	overdominant	4.85 	16	22438445	22468631
gnl.UG.Ssc.S22310924	5	63223930	overdominant	4.87 	NA	NA	NA
gnl.UG.Ssc.S35170400	11	4907917	overdominant	4.96 	8	76034114	76105880
LNG01_0007_B10	4	129316401	overdominant	4.89 	NA	NA	NA
gnl.UG.Ssc.S46881054	9	151212813	overdominant	4.85 	NA	NA	NA
gnl.UG.Ssc.S17514578	1	244735012	overdominant	4.85 	NA	NA	NA
gnl.UG.Ssc.S46876346	5	7357172	overdominant	4.85 	15	147281211	147314281
gnl.UG.Ssc.S17525378	10	20485599	overdominant	4.93 	2	6867951	6878759
gnl.UG.Ssc.S40043089	1	247860619	overdominant	4.86 	12	38328615	38338207
gnl.UG.Ssc.S40477884	18	1889148	overdominant	5.14 	NA	NA	NA
gnl.UG.Ssc.S19548672	2	121270572	overdominant	5.54 	NA	NA	NA
gnl.UG.Ssc.S46875805	18	45391155	overdominant	5.54 	X	21167784	21189764
gnl.UG.Ssc.S35168230	4	115036955	overdominant	5.78 	12	46521342	46529178
gnl.UG.Ssc.S35169940	1	302552307	overdominant	4.84 	18	50840315	50858704
gnl.UG.Ssc.S35171933	15	126154684	overdominant	4.98 	NA	NA	NA
gnl.UG.Ssc.S46916712	6	44351210	overdominant	4.88 	GL893348.1	40706	48115
gnl.UG.Ssc.S23694874	9	21214316	overdominant	4.85 	NA	NA	NA
gnl.UG.Ssc.S26719024	10	64917309	overdominant	4.85 	NA	NA	NA
gnl.UG.Ssc.S17505677	2	86570732	overdominant	5.47 	9	44413742	44420350
gnl.UG.Ssc.S35170141	1	44136139	overdominant	4.84 	NA	NA	NA
gnl.UG.Ssc.S6054750	11	7773405	overdominant	4.85 	2	41963507	41980418
gnl.UG.Ssc.S18553034	17	56199954	overdominant	5.03 	X	139168560	139182299
gnl.UG.Ssc.S23212877	8	7243056	overdominant	4.84 	NA	NA	NA
gnl.UG.Ssc.S16512394	2	147793161	overdominant	4.84 	NA	NA	NA
ADR01_0023_C06	6	7095483	overdominant	5.03 	12	5511862	5519993
gnl.UG.Ssc.S18551170	10	50925088	overdominant	4.84 	3	82973001	83140450
gnl.UG.Ssc.S16769864	9	114916229	overdominant	5.43 	1	165071283	165072597
gnl.UG.Ssc.S29980717	12	60801509	dominant	5.55 	NA	NA	NA
gnl.UG.Ssc.S35167173	8	109779460	dominant	5.27 	9	8926792	8988271
gnl.UG.Ssc.S34533763	1	8795856	overdominant	4.86 	NA	NA	NA
gnl.UG.Ssc.S18385540	11	16634421	overdominant	5.02 	NA	NA	NA
gnl.UG.Ssc.S23770620	18	18464906	overdominant	4.88 	13	215572917	215639734
gnl.UG.Ssc.S46877477	9	15999539	overdominant	4.83 	13	76112280	76129343
gnl.UG.Ssc.S40206152	6	29304575	overdominant	4.94 	NA	NA	NA
gnl.UG.Ssc.S40427272	4	55692680	overdominant	5.01 	NA	NA	NA
gnl.UG.Ssc.S34498339	8	130820101	overdominant	4.86 	NA	NA	NA
gnl.UG.Ssc.S35168274	5	110935968	overdominant	4.95 	1	212754937	212764272
gnl.UG.Ssc.S26717740	7	6303321	overdominant	4.87 	NA	NA	NA
gnl.UG.Ssc.S40042040	13	6608737	overdominant	5.17 	NA	NA	NA
gnl.UG.Ssc.S35171315	3	19116155	dominant	5.83 	15	7946301	7980509
PTG01_0020_G11	2	11436741	overdominant	4.85 	NA	NA	NA
gnl.UG.Ssc.S17526020	15	133640599	overdominant	5.05 	2	60617975	60624203
gnl.UG.Ssc.S23693357	7	130232391	overdominant	19.98 	7	131028040	131033988
gnl.UG.Ssc.S5989338	6	3199098	dominant	19.74 	NA	NA	NA
gnl.UG.Ssc.S40268747	8	11343093	overdominant	5.02 	NA	NA	NA
gnl.UG.Ssc.S46880472	16	32223461	overdominant	5.04 	1	76107582	76168748
gnl.UG.Ssc.S26722126	15	130965720	overdominant	4.83 	NA	NA	NA
gnl.UG.Ssc.S17513632	9	22554044	partial-dominant	39.44 	9	21846378	21858442
ITT01_0094_B12	8	107928428	overdominant	4.87 	2	73200920	73211783
LVRM1_0069_B08	5	10528195	overdominant	5.09 	NA	NA	NA
gnl.UG.Ssc.S23695102	5	68934249	overdominant	4.88 	12	18516119	18517165
gnl.UG.Ssc.S18285753	2	141976503	overdominant	4.88 	18	40224723	40232714
gnl.UG.Ssc.S35167150	11	53388276	overdominant	4.89 	6	62365657	62378600
gnl.UG.Ssc.S40098976	3	6092633	overdominant	4.93 	NA	NA	NA
THY01_0053_E03	12	18182604	overdominant	4.81 	NA	NA	NA
gnl.UG.Ssc.S18383420	2	151617071	overdominant	4.81 	9	52649356	52729816
DCI01_0068_C09	1	301830661	overdominant	4.81 	5	86513955	86609182
gnl.UG.Ssc.S46880448	17	5602363	overdominant	5.06 	1	86038181	86064050
gnl.UG.Ssc.S34513996	6	37779571	overdominant	4.82 	NA	NA	NA
gnl.UG.Ssc.S46876827	16	85027431	overdominant	4.81 	14	70609583	70684100
gnl.UG.Ssc.S40188767	16	13030984	overdominant	4.84 	NA	NA	NA
gnl.UG.Ssc.S35164703	15	2717617	overdominant	4.85 	NA	NA	NA
gnl.UG.Ssc.S16764970	8	74603982	overdominant	4.82 	NA	NA	NA
gnl.UG.Ssc.S5999924	6	53017409	overdominant	4.80 	13	38212236	38272256
gnl.UG.Ssc.S35172936	7	97661713	overdominant	4.99 	2	77891286	77895615
gnl.UG.Ssc.S40207413	15	111364410	overdominant	4.85 	NA	NA	NA
gnl.UG.Ssc.S18266858	1	239874658	overdominant	4.95 	NA	NA	NA
gnl.UG.Ssc.S23761824	3	103395120	overdominant	4.99 	X	127482187	127501139
gnl.UG.Ssc.S19547869	2	13362228	overdominant	4.83 	JH118780.1	3952	157146
gnl.UG.Ssc.S23696843	11	27162908	overdominant	4.84 	11	81616020	81643873
gnl.UG.Ssc.S35165702	15	131105330	overdominant	5.10 	7	54475808	54542954
OVRM1_0181_C09	2	137064501	overdominant	4.84 	NA	NA	NA
gnl.UG.Ssc.S6054321	2	80262803	overdominant	5.00 	NA	NA	NA
gnl.UG.Ssc.S23696828	1	279972181	overdominant	4.80 	1	186637613	186680812
gnl.UG.Ssc.S35164006	4	5585112	overdominant	4.93 	NA	NA	NA
gnl.UG.Ssc.S35164898	6	29474405	overdominant	4.80 	NA	NA	NA
TCH01_0015_H04	12	60418556	overdominant	4.83 	NA	NA	NA
gnl.UG.Ssc.S18378791	7	27826201	overdominant	4.81 	9	70877652	70903649
gnl.UG.Ssc.S26712091	1	101977893	overdominant	4.80 	9	62806124	62809058
gnl.UG.Ssc.S40094995	5	6836955	overdominant	4.80 	NA	NA	NA
LVRM1_0019_F09	7	125822314	overdominant	5.26 	NA	NA	NA
gnl.UG.Ssc.S19538997	1	238827931	overdominant	4.85 	4	107447181	107470788
PTG01_0027_B10	6	73672635	partial-dominant	27.08 	6	72940825	72951919
gnl.UG.Ssc.S26726490	15	3396131	overdominant	4.83 	NA	NA	NA
gnl.UG.Ssc.S34529076	18	58059098	overdominant	4.82 	1	140915692	140919335
gnl.UG.Ssc.S6062954	8	35453243	overdominant	4.89 	NA	NA	NA
gnl.UG.Ssc.S20445836	4	72011727	overdominant	4.80 	NA	NA	NA
gnl.UG.Ssc.S40477250	2	141807560	overdominant	4.79 	1	8042045	8262315
gnl.UG.Ssc.S26735019	1	203705497	overdominant	4.80 	NA	NA	NA
OVR01_0032_E01	6	139932906	overdominant	5.25 	17	37196590	37201885
gnl.UG.Ssc.S18546426	2	156574642	overdominant	4.87 	NA	NA	NA
gnl.UG.Ssc.S40243108	10	59776918	overdominant	4.95 	NA	NA	NA
OVRM1_0067_F06	16	1172385	overdominant	4.91 	NA	NA	NA
gnl.UG.Ssc.S46877738	6	18099564	overdominant	5.12 	13	14229338	14292192
gnl.UG.Ssc.S19546601	6	60933494	overdominant	5.07 	NA	NA	NA
gnl.UG.Ssc.S35164137	8	15992070	dominant	5.73 	4	98823544	98834109
gnl.UG.Ssc.S50200339	2	151909224	overdominant	4.78 	2	10372950	10382184
OVR01_0036_E12	1	22374360	overdominant	4.77 	NA	NA	NA
gnl.UG.Ssc.S18355129	12	57191332	overdominant	4.78 	13	30802226	30809867
gnl.UG.Ssc.S18554327	9	25172753	overdominant	4.80 	13	147763386	147782335
gnl.UG.Ssc.S35164715	12	60801509	overdominant	4.93 	2	66670440	66676405
TCH01_0045_B01	11	66805038	overdominant	4.98 	NA	NA	NA
gnl.UG.Ssc.S35165116	14	135271348	overdominant	5.55 	1	119998092	120019205
gnl.UG.Ssc.S17513701	5	16567880	overdominant	6.07 	2	147317594	147321676
gnl.UG.Ssc.S20945918	15	127982302	dominant	5.37 	1	256320554	256399971
gnl.UG.Ssc.S35164669	7	4988931	overdominant	4.81 	8	126944220	126967969
gnl.UG.Ssc.S18302732	3	60170715	overdominant	5.04 	NA	NA	NA
gnl.UG.Ssc.S21559883	3	1780525	overdominant	4.95 	NA	NA	NA
DCI01_0080_H10	14	15277391	overdominant	4.77 	NA	NA	NA
gnl.UG.Ssc.S40042040	3	14491152	overdominant	4.77 	NA	NA	NA
TCH01_0072_A01	9	132566139	overdominant	4.84 	3	140460648	140469285
gnl.UG.Ssc.S19545467	4	122432745	overdominant	4.90 	13	206972801	207003183
gnl.UG.Ssc.S6088574	9	21250743	overdominant	4.83 	2	43921203	43954469
TCH01_0093_D09	8	129287055	overdominant	4.86 	17	64749146	64840677
gnl.UG.Ssc.S35172656	13	7680770	overdominant	4.80 	1	48348376	48365616
gnl.UG.Ssc.S20945989	2	31294292	overdominant	5.53 	12	24228635	24250057
gnl.UG.Ssc.S46877038	8	113280402	overdominant	4.82 	14	94915443	94974092
gnl.UG.Ssc.S29270765	13	157148579	overdominant	4.81 	3	18259505	18298947
gnl.UG.Ssc.S35172028	8	6326885	overdominant	4.78 	NA	NA	NA
gnl.UG.Ssc.S17514522	7	36424842	overdominant	4.77 	NA	NA	NA
gnl.UG.Ssc.S35166580	10	70551436	overdominant	4.97 	6	60030404	60037320
gnl.UG.Ssc.S35165549	4	18024283	overdominant	4.81 	14	51186040	51255418
gnl.UG.Ssc.S35166205	16	20658978	overdominant	4.79 	5	69599776	69608624
gnl.UG.Ssc.S34533763	17	11457267	overdominant	5.16 	NA	NA	NA
gnl.UG.Ssc.S19541667	1	80302938	dominant	5.33 	NA	NA	NA
gnl.UG.Ssc.S6085761	14	80069360	overdominant	4.94 	13	12197567	12222739
gnl.UG.Ssc.S17526267	14	148631464	overdominant	5.63 	13	39060225	39067676
OVRM1_0024_F07	16	59944907	overdominant	4.89 	NA	NA	NA
gnl.UG.Ssc.S46880148	4	100552614	overdominant	5.22 	4	143280356	143325628
gnl.UG.Ssc.S24318158	7	53102034	overdominant	4.86 	5	72118717	72143297
gnl.UG.Ssc.S23213027	14	32650321	dominant	4.89 	3	71096620	71107445
gnl.UG.Ssc.S35171796	11	51885594	overdominant	4.88 	NA	NA	NA
gnl.UG.Ssc.S23695501	17	53732878	overdominant	4.75 	4	36662278	36697154
gnl.UG.Ssc.S19542715	4	128700674	overdominant	4.75 	NA	NA	NA
ITT01_0068_G08	6	8500002	overdominant	4.75 	NA	NA	NA
gnl.UG.Ssc.S46876778	4	76985054	overdominant	4.84 	14	82047991	82081641
gnl.UG.Ssc.S26735527	1	257954281	overdominant	4.75 	13	59462860	59467780
gnl.UG.Ssc.S40149693	15	133836471	overdominant	4.85 	NA	NA	NA
gnl.UG.Ssc.S40089891	1	266130790	overdominant	5.23 	NA	NA	NA
gnl.UG.Ssc.S23768400	2	140050554	overdominant	5.12 	2	8327314	8332908
gnl.UG.Ssc.S35171994	12	19333770	dominant	6.74 	NA	NA	NA
gnl.UG.Ssc.S31128135	4	104068028	overdominant	4.84 	7	33504832	33751812
gnl.UG.Ssc.S33578949	6	67701173	overdominant	4.96 	NA	NA	NA
gnl.UG.Ssc.S38479713	2	88457722	overdominant	5.15 	5	91873151	91985573
TCH01_0007_C08	10	50426932	overdominant	5.22 	17	710903	745370
gnl.UG.Ssc.S26725757	7	69640525	overdominant	4.74 	NA	NA	NA
OVR01_0071_D10	18	8792587	overdominant	4.74 	NA	NA	NA
gnl.UG.Ssc.S35173259	8	123812146	overdominant	4.74 	16	44242304	44284836
gnl.UG.Ssc.S35165263	1	6297109	overdominant	4.76 	2	85331775	85372032
gnl.UG.Ssc.S18384304	4	130706867	overdominant	5.11 	2	146186428	146219318
gnl.UG.Ssc.S23693326	9	17341774	overdominant	5.55 	NA	NA	NA
gnl.UG.Ssc.S23764274	11	84726075	overdominant	4.82 	1	159938592	159968311
SMG01_0019_D07	3	53582231	overdominant	4.82 	10	8644061	8823152
OVRM1_0096_A03	16	85700386	overdominant	4.80 	NA	NA	NA
gnl.UG.Ssc.S18383117	12	60440086	overdominant	5.18 	8	43919343	43966974
gnl.UG.Ssc.S35168414	9	45414644	overdominant	5.44 	13	34294969	34298953
gnl.UG.Ssc.S35172792	2	29530558	overdominant	4.76 	7	25156351	25161054
gnl.UG.Ssc.S19538281	4	128678179	overdominant	4.73 	1	159864765	159907060
