trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
gnl.UG.Ssc.S18384417	14	25846113	25846113-25976982	overdominant	trans	5.92 	5.25 
THY01_0091_H02	3	2624437	2624437-11304443	overdominant	trans	5.92 	5.15 
gnl.UG.Ssc.S40524515	8	135608217	134024195-137800899	overdominant	NA	5.91 	5.13 
gnl.UG.Ssc.S52128947	17	38415727	37959418-41677314	overdominant	trans	5.91 	5.20 
gnl.UG.Ssc.S23695346	11	48355571	48355571-48355571	overdominant	trans	5.91 	5.32 
gnl.UG.Ssc.S23697230	1	84377667	48242275-84415417	overdominant	NA	5.91 	5.11 
HTMT1_0095_A03	13	103289372	103266554-190445778	overdominant	trans	5.91 	5.23 
gnl.UG.Ssc.S46876930	8	133950496	133950496-133950496	overdominant	trans	5.90 	5.12 
gnl.UG.Ssc.S46879295	10	14647576	14647576-19265798	overdominant	NA	5.90 	5.23 
gnl.UG.Ssc.S39786848	8	17019937	16392954-17019937	overdominant	NA	5.90 	6.13 
gnl.UG.Ssc.S46879525	15	18205887	7998827-31656437	overdominant	trans	5.90 	5.10 
gnl.UG.Ssc.S50169630	1	142736567	142736567-308111095	overdominant	NA	5.90 	5.27 
TES01_0038_E03	1	2950020	489855-10010333	overdominant	trans	5.90 	5.11 
gnl.UG.Ssc.S46879776	4	120784872	120784872-120823851	partial-dominant	NA	5.90 	29.16 
gnl.UG.Ssc.S35169166	3	123638149	120479098-123638149	overdominant	trans	5.90 	5.57 
gnl.UG.Ssc.S35171518	5	44801501	44801501-65637020	overdominant	trans	5.89 	5.36 
gnl.UG.Ssc.S6084972	11	11739965	9980144-86425847	overdominant	NA	5.89 	5.11 
gnl.UG.Ssc.S6083861	14	16379564	16379564-65451980	overdominant	NA	5.89 	5.69 
gnl.UG.Ssc.S35166966	2	149113136	149113136-156403135	overdominant	NA	5.89 	5.10 
gnl.UG.Ssc.S40404002	11	72451385	72451385-72451385	overdominant	NA	5.89 	5.09 
gnl.UG.Ssc.S26645669	4	132194320	131423303-132194320	overdominant	NA	5.89 	6.05 
OVR01_0082_H07	7	117577627	117577627-117577627	overdominant	trans	5.89 	5.13 
gnl.UG.Ssc.S40208132	6	61534121	5606881-61534121	overdominant	NA	5.88 	5.35 
gnl.UG.Ssc.S6065016	17	64098508	62646442-65636332	overdominant	NA	5.88 	5.09 
gnl.UG.Ssc.S18357532	3	137238819	83943514-137238819	overdominant	NA	5.88 	5.35 
gnl.UG.Ssc.S35165622	15	83314616	83314616-83314616	overdominant	NA	5.88 	5.17 
gnl.UG.Ssc.S39990452	3	124083382	122392837-124083382	overdominant	NA	5.88 	5.13 
gnl.UG.Ssc.S26715855	6	26259301	26245531-26259301	overdominant	trans	5.87 	5.10 
TCH01_0095_E02	11	12363638	12363638-12363638	overdominant	NA	5.87 	5.62 
MLN01_0012_E04	1	302144198	22774695-306774492	overdominant	NA	5.87 	5.08 
gnl.UG.Ssc.S35170263	8	7749484	7749484-7749484	overdominant	trans	5.87 	5.09 
gnl.UG.Ssc.S46876579	10	51153136	51153136-51681375	overdominant	trans	5.87 	5.13 
gnl.UG.Ssc.S17511011	14	139293190	139293190-141288841	overdominant	NA	5.87 	5.38 
gnl.UG.Ssc.S46880060	4	14453877	11668180-33740194	overdominant	trans	5.87 	5.86 
gnl.UG.Ssc.S35167807	2	7864132	2992926-149113136	overdominant	trans	5.86 	5.17 
gnl.UG.Ssc.S18546491	8	110666303	45363048-117269544	overdominant	trans	5.86 	5.18 
gnl.UG.Ssc.S35167027	9	59120047	56530748-59190290	partial-dominant	cis	5.86 	38.85 
gnl.UG.Ssc.S35166695	15	32580152	31995248-32580152	overdominant	NA	5.86 	5.19 
gnl.UG.Ssc.S35165722	13	59800548	59713628-66460974	overdominant	NA	5.86 	5.07 
gnl.UG.Ssc.S40292394	4	16552732	16552732-16552732	overdominant	NA	5.85 	5.19 
SKNB1_0016_E09	4	103751451	70405248-114170369	overdominant	NA	5.85 	5.16 
gnl.UG.Ssc.S35165405	7	31487843	22488950-116247953	overdominant	NA	5.85 	5.37 
gnl.UG.Ssc.S46875656	3	135475318	135475318-135574039	overdominant	trans	5.84 	5.12 
gnl.UG.Ssc.S39835683	17	8821599	1018025-64925361	overdominant	NA	5.84 	5.07 
gnl.UG.Ssc.S35170309	6	10024253	9271639-10614666	overdominant	trans	5.84 	5.08 
gnl.UG.Ssc.S46877987	10	26506617	21029627-52774075	overdominant	trans	5.84 	5.05 
gnl.UG.Ssc.S19541809	10	54864453	54864453-57044576	overdominant	trans	5.84 	5.38 
gnl.UG.Ssc.S46877144	10	46933533	46866232-62950293	overdominant	trans	5.83 	5.09 
LVRM1_0158_C07	10	15659632	11290287-39455506	overdominant	NA	5.83 	5.28 
gnl.UG.Ssc.S35171694	10	26317199	26317199-27292836	overdominant	trans	5.83 	5.47 
gnl.UG.Ssc.S35164933	11	49982363	23432957-49982363	overdominant	NA	5.83 	5.15 
gnl.UG.Ssc.S35165069	13	103289372	103289372-191101378	overdominant	NA	5.83 	5.58 
gnl.UG.Ssc.S35167264	13	19927000	19927000-20611185	overdominant	trans	5.83 	5.37 
gnl.UG.Ssc.S35164175	6	72660079	72660079-76934500	overdominant	trans	5.83 	5.05 
LNG01_0019_F01	12	6952796	5645079-22260791	overdominant	trans	5.83 	5.04 
gnl.UG.Ssc.S26712602	4	62248826	54240855-81146575	overdominant	NA	5.83 	5.16 
gnl.UG.Ssc.S31120434	12	49718803	49718803-49718803	overdominant	trans	5.82 	5.11 
gnl.UG.Ssc.S35166357	3	64834814	29729288-64834814	overdominant	NA	5.82 	5.07 
gnl.UG.Ssc.S40430380	7	107522174	107522174-107522174	overdominant	NA	5.82 	5.68 
gnl.UG.Ssc.S35170297	13	218594088	204658348-218594088	overdominant	trans	5.82 	5.41 
gnl.UG.Ssc.S46876075	8	115896209	40203804-115896209	overdominant	trans	5.82 	5.05 
gnl.UG.Ssc.S16513460	15	74532454	69615988-88803456	overdominant	trans	5.82 	5.03 
gnl.UG.Ssc.S18943250	13	37575879	35888107-155708463	overdominant	NA	5.82 	5.05 
gnl.UG.Ssc.S20116224	12	24202370	24202370-39929071	overdominant	trans	5.82 	5.11 
gnl.UG.Ssc.S23213147	6	157260978	157260978-157260978	overdominant	trans	5.82 	5.21 
gnl.UG.Ssc.S46878914	4	108764904	103960092-108764904	overdominant	trans	5.81 	5.03 
gnl.UG.Ssc.S34513026	14	33452528	32082231-34229866	overdominant	NA	5.81 	5.02 
gnl.UG.Ssc.S39801295	17	68055173	68055173-68055173	overdominant	NA	5.81 	5.74 
OVR01_0097_D08	5	102437473	102437473-102437473	dominant	trans	5.81 	6.28 
ITT01_0097_G03	2	141970187	141970187-141970187	overdominant	trans	5.81 	5.13 
SPL01_0072_F06	10	48813203	48550378-48813203	overdominant	trans	5.81 	5.30 
gnl.UG.Ssc.S16765564	6	1838364	1838364-1838364	dominant	trans	5.81 	5.48 
THY01_0001_A12	11	15476647	15476647-16046333	overdominant	trans	5.81 	5.02 
gnl.UG.Ssc.S26712091	4	123838086	123838086-123838086	overdominant	trans	5.81 	5.02 
gnl.UG.Ssc.S17526927	6	141715343	36106926-141715343	overdominant	trans	5.80 	5.01 
OVR01_0083_A03	18	13610548	13610548-13610548	overdominant	trans	5.80 	5.20 
gnl.UG.Ssc.S35169731	7	131372453	14692232-131372453	overdominant	trans	5.80 	5.10 
gnl.UG.Ssc.S40185749	8	11045018	11036292-11045018	partial-dominant	NA	5.80 	52.89 
gnl.UG.Ssc.S46877798	8	125460205	125460205-129566735	overdominant	trans	5.80 	5.20 
gnl.UG.Ssc.S35334259	9	874719	769941-896810	overdominant	NA	5.80 	5.26 
gnl.UG.Ssc.S38481515	1	214476726	214476726-226408018	overdominant	trans	5.80 	5.38 
gnl.UG.Ssc.S29987443	3	71272011	60170715-77636015	overdominant	NA	5.80 	5.01 
gnl.UG.Ssc.S26721068	10	175359	175359-241937	overdominant	NA	5.79 	5.01 
gnl.UG.Ssc.S34509498	5	961240	961240-961240	overdominant	NA	5.79 	5.01 
gnl.UG.Ssc.S35165088	7	22503194	18912470-30036530	overdominant	trans	5.79 	5.12 
gnl.UG.Ssc.S40069269	10	54186189	44219580-54186189	overdominant	NA	5.79 	5.09 
gnl.UG.Ssc.S50177462	1	63025215	62815369-63206379	partial-dominant	NA	5.79 	35.28 
gnl.UG.Ssc.S35166996	17	24295294	24295294-27223912	overdominant	trans	5.79 	5.07 
gnl.UG.Ssc.S46879644	11	82835677	78897122-83901933	overdominant	trans	5.79 	5.36 
gnl.UG.Ssc.S35169115	2	121270572	84850085-121270572	overdominant	trans	5.78 	5.16 
SPL01_0004_C08	4	121634338	120489522-123614614	overdominant	trans	5.78 	5.46 
gnl.UG.Ssc.S35173605	13	108688988	99890187-108688988	overdominant	trans	5.77 	5.06 
ITT01_0076_E10	2	136416264	136416264-136483908	overdominant	trans	5.77 	5.56 
LVRM1_0033_D07	10	69820079	36373847-69820079	overdominant	NA	5.77 	5.23 
gnl.UG.Ssc.S35172182	8	45363048	18281804-45363048	overdominant	trans	5.77 	5.34 
gnl.UG.Ssc.S46880606	9	139299087	127782749-141666594	overdominant	NA	5.77 	5.04 
gnl.UG.Ssc.S35174134	13	27659933	27659933-38186639	overdominant	trans	5.77 	5.07 
gnl.UG.Ssc.S19545587	1	33487269	33487269-33487269	overdominant	trans	5.77 	5.03 
gnl.UG.Ssc.S26729177	7	106002380	20825348-130031038	overdominant	NA	5.77 	5.02 
gnl.UG.Ssc.S35169800	4	60030169	30364476-126137927	overdominant	NA	5.77 	5.05 
OVRT1_0031_A01	7	5834282	4064048-18074253	overdominant	trans	5.77 	5.01 
SMG01_0091_C12	13	58259092	50387505-110802739	overdominant	NA	5.77 	5.04 
gnl.UG.Ssc.S20116190	12	62837875	62837875-62837875	overdominant	NA	5.77 	5.02 
gnl.UG.Ssc.S20116738	1	202714952	20385282-229476564	overdominant	trans	5.76 	5.02 
gnl.UG.Ssc.S18385560	7	106002380	24128889-106002380	overdominant	NA	5.76 	5.04 
gnl.UG.Ssc.S39836934	4	7289023	7289023-137588537	overdominant	NA	5.76 	5.34 
gnl.UG.Ssc.S35165519	17	39583164	36062494-39583164	overdominant	NA	5.76 	5.02 
OVRM1_0154_A06	14	14436823	11371587-19511135	overdominant	trans	5.76 	5.00 
gnl.UG.Ssc.S35169250	4	43450407	42581091-43739226	overdominant	trans	5.76 	5.41 
gnl.UG.Ssc.S35171755	17	47371678	47371678-47371678	overdominant	NA	5.76 	5.02 
gnl.UG.Ssc.S35165327	4	110455170	109969089-111449010	partial-dominant	trans	5.76 	37.48 
OVRM1_0170_B04	14	68299795	65675353-68757221	overdominant	NA	5.76 	5.17 
SMG01_0082_B09	15	22259886	22259886-150020921	overdominant	NA	5.76 	4.98 
gnl.UG.Ssc.S26734187	14	72765984	9070860-87626807	overdominant	trans	5.75 	4.96 
gnl.UG.Ssc.S40667282	13	144781809	139238833-144781809	partial-dominant	NA	5.75 	40.17 
gnl.UG.Ssc.S19550830	13	88261322	88261322-141441304	overdominant	NA	5.75 	5.25 
SPL01_0065_H07	11	25162130	18175690-73781506	overdominant	trans	5.75 	5.35 
gnl.UG.Ssc.S26651486	7	123764425	123764425-123764425	overdominant	trans	5.74 	4.97 
gnl.UG.Ssc.S29980202	7	32786027	2676514-106890993	overdominant	NA	5.74 	4.97 
gnl.UG.Ssc.S18387708	15	151930390	19767758-152024615	overdominant	trans	5.74 	5.00 
gnl.UG.Ssc.S35173907	13	21797366	18783047-23533379	overdominant	trans	5.74 	5.22 
gnl.UG.Ssc.S46880232	2	7103886	7103886-7864132	overdominant	trans	5.74 	5.64 
gnl.UG.Ssc.S27602595	1	302623080	302623080-302623080	overdominant	NA	5.73 	4.97 
gnl.UG.Ssc.S19548276	3	77889376	65094505-97269150	overdominant	trans	5.73 	4.95 
gnl.UG.Ssc.S31101114	9	139055829	139055829-139055829	overdominant	NA	5.73 	5.02 
gnl.UG.Ssc.S50171633	4	93070713	93070713-93070713	overdominant	NA	5.73 	5.08 
gnl.UG.Ssc.S35169115	4	66316055	66316055-67741107	overdominant	trans	5.73 	5.19 
gnl.UG.Ssc.S35165251	5	81184961	81184961-86586906	overdominant	trans	5.73 	5.44 
gnl.UG.Ssc.S19543712	18	16028434	16028434-16028434	overdominant	NA	5.72 	4.96 
gnl.UG.Ssc.S18557016	12	46290007	34748700-47315594	overdominant	NA	5.72 	4.96 
gnl.UG.Ssc.S39847111	8	66787880	66787880-66787880	partial-dominant	NA	5.72 	39.98 
gnl.UG.Ssc.S6057941	17	47327688	47327688-47327688	overdominant	NA	5.72 	5.09 
gnl.UG.Ssc.S35165312	17	61637953	43813375-63195165	overdominant	trans	5.72 	4.96 
gnl.UG.Ssc.S20116768	15	82449386	82449386-83639342	overdominant	trans	5.72 	4.93 
gnl.UG.Ssc.S6015955	18	38406282	37578770-38406282	overdominant	trans	5.72 	5.45 
gnl.UG.Ssc.S23756742	4	16481739	16481739-18943765	overdominant	NA	5.72 	5.09 
gnl.UG.Ssc.S35167799	17	56528837	55903251-56528837	overdominant	NA	5.72 	5.02 
ADR01_0093_H04	10	66189565	63807576-70045315	overdominant	trans	5.72 	5.03 
gnl.UG.Ssc.S35164167	10	68829974	66852031-69043698	overdominant	trans	5.72 	4.93 
gnl.UG.Ssc.S46879557	12	54699212	20565887-54767975	overdominant	trans	5.71 	5.05 
gnl.UG.Ssc.S35172403	2	149106718	5371971-150787433	overdominant	NA	5.71 	4.94 
gnl.UG.Ssc.S19546197	11	28242216	28242216-63804815	overdominant	NA	5.71 	5.02 
gnl.UG.Ssc.S39845517	11	49200600	46616903-49200600	overdominant	trans	5.71 	5.23 
TES01_0025_G03	10	72375760	72375760-76247151	overdominant	trans	5.71 	6.21 
gnl.UG.Ssc.S17513098	18	55267497	52196980-55267497	overdominant	trans	5.71 	4.96 
gnl.UG.Ssc.S23213055	7	14692232	14692232-15278625	overdominant	trans	5.71 	4.98 
gnl.UG.Ssc.S23699838	13	28766955	16742378-40652820	overdominant	NA	5.71 	5.00 
gnl.UG.Ssc.S35166465	6	41716844	40612450-113074700	overdominant	trans	5.70 	4.98 
DCI01_0006_E12	9	139945048	139945048-144185861	overdominant	trans	5.70 	4.94 
gnl.UG.Ssc.S35172703	9	133403289	133403289-133403289	partial-dominant	trans	5.70 	42.56 
gnl.UG.Ssc.S18380110	8	93265750	93265750-93493858	overdominant	trans	5.70 	4.92 
gnl.UG.Ssc.S19542569	12	2118343	2118343-9778056	overdominant	NA	5.69 	5.47 
gnl.UG.Ssc.S18356219	15	9051771	7711069-13727587	overdominant	trans	5.69 	5.57 
gnl.UG.Ssc.S35166841	14	136687406	1217329-139323621	overdominant	trans	5.69 	4.92 
THY01_0047_C03	17	38415727	37959418-40197933	overdominant	trans	5.69 	5.85 
SKNB1_0074_C08	11	83798618	25106814-84756250	overdominant	trans	5.69 	4.92 
gnl.UG.Ssc.S46880195	13	153379825	142572873-160357550	overdominant	NA	5.69 	4.90 
gnl.UG.Ssc.S35166623	15	7398645	7398645-7398645	overdominant	trans	5.69 	4.90 
PBL01_0024_C05	6	5951885	4820304-72660079	overdominant	trans	5.69 	5.07 
gnl.UG.Ssc.S23697886	4	17618429	7289023-40765103	overdominant	trans	5.69 	4.93 
TCH01_0003_B05	8	77104328	77104328-77104328	partial-dominant	NA	5.69 	47.93 
gnl.UG.Ssc.S46879010	14	11889885	10716778-13682277	overdominant	NA	5.69 	4.94 
SKNB1_0082_C07	1	306299060	304667314-306299060	overdominant	NA	5.68 	5.39 
gnl.UG.Ssc.S35173385	13	26310854	26310854-35107691	overdominant	trans	5.68 	4.95 
gnl.UG.Ssc.S27601831	6	78518023	78518023-78518023	overdominant	trans	5.68 	5.23 
gnl.UG.Ssc.S17499560	6	14512641	14512641-18639561	overdominant	NA	5.68 	4.92 
gnl.UG.Ssc.S35174008	15	11361898	2955185-149140529	overdominant	NA	5.68 	4.99 
gnl.UG.Ssc.S40287257	17	41777060	41777060-43813375	overdominant	NA	5.68 	4.90 
gnl.UG.Ssc.S26715431	8	17019937	5945246-137115022	overdominant	NA	5.68 	4.91 
gnl.UG.Ssc.S35173002	15	29033970	29033970-144250933	overdominant	NA	5.68 	4.91 
gnl.UG.Ssc.S46880811	17	62825866	51007646-63439368	overdominant	trans	5.68 	5.61 
gnl.UG.Ssc.S40300108	17	51911178	45263470-51911178	overdominant	NA	5.68 	4.96 
gnl.UG.Ssc.S46878914	7	128541986	125371445-132468484	overdominant	trans	5.68 	5.81 
gnl.UG.Ssc.S17514578	6	28138132	28138132-28138132	overdominant	NA	5.68 	4.93 
gnl.UG.Ssc.S17519015	6	59483283	31670664-133315760	overdominant	NA	5.68 	5.00 
gnl.UG.Ssc.S35174130	6	22021386	21900256-137837689	overdominant	NA	5.67 	4.89 
gnl.UG.Ssc.S35166108	13	10197528	10197528-10197528	overdominant	NA	5.67 	5.38 
gnl.UG.Ssc.S26650970	9	100120917	99702804-107420594	overdominant	trans	5.67 	4.94 
gnl.UG.Ssc.S39995107	10	47152999	44827611-53395551	overdominant	NA	5.67 	4.90 
TCH01_0020_A03	7	962832	962832-2494695	overdominant	NA	5.67 	4.89 
ADR01_0094_E03	10	49442325	49442325-49442325	overdominant	trans	5.67 	4.99 
gnl.UG.Ssc.S17515243	7	117577627	31487843-122582935	overdominant	trans	5.67 	4.94 
gnl.UG.Ssc.S35164136	4	44382040	44382040-130469151	overdominant	NA	5.67 	4.89 
gnl.UG.Ssc.S40246112	12	26022727	14344553-31610473	overdominant	NA	5.67 	4.88 
gnl.UG.Ssc.S18359346	6	80397808	80397808-92978013	overdominant	NA	5.66 	4.93 
LNG01_0071_F06	7	127959806	122582935-127959806	overdominant	trans	5.66 	4.91 
gnl.UG.Ssc.S35164652	8	67568200	33261085-110016042	overdominant	trans	5.66 	4.88 
gnl.UG.Ssc.S21554092	15	17800820	17800820-136522228	overdominant	trans	5.66 	4.88 
gnl.UG.Ssc.S35170400	15	7623572	6775455-144989420	overdominant	trans	5.66 	5.00 
gnl.UG.Ssc.S35172024	6	93467544	12847263-115986189	overdominant	trans	5.66 	4.89 
gnl.UG.Ssc.S26396378	9	129705522	121544242-135580018	overdominant	NA	5.66 	4.90 
gnl.UG.Ssc.S46876384	2	144412420	72789816-144412420	overdominant	trans	5.66 	5.46 
gnl.UG.Ssc.S39766860	16	61307567	61307567-61307567	overdominant	NA	5.66 	6.81 
gnl.UG.Ssc.S35166316	9	15725604	13060770-72593400	overdominant	NA	5.66 	5.03 
gnl.UG.Ssc.S35170426	4	65252780	22030619-65252780	overdominant	NA	5.65 	5.27 
gnl.UG.Ssc.S34525637	3	119638383	119638383-119638383	overdominant	NA	5.65 	4.88 
gnl.UG.Ssc.S35166454	1	245536647	229225037-245637785	overdominant	NA	5.65 	5.87 
gnl.UG.Ssc.S35171672	6	88881333	53001243-95390956	overdominant	trans	5.65 	4.89 
gnl.UG.Ssc.S46880705	3	115797589	101222209-130645319	overdominant	trans	5.65 	4.94 
gnl.UG.Ssc.S35169797	8	125083628	14577695-125083628	overdominant	trans	5.65 	4.87 
gnl.UG.Ssc.S46879394	17	54414951	41205097-54414951	overdominant	trans	5.65 	4.87 
gnl.UG.Ssc.S31114178	2	83903786	83903786-86651570	overdominant	trans	5.65 	5.55 
gnl.UG.Ssc.S20942840	7	115164638	19061593-115190702	overdominant	NA	5.65 	5.26 
gnl.UG.Ssc.S52535170	13	212217353	212217353-212217353	overdominant	NA	5.64 	5.08 
gnl.UG.Ssc.S50209641	9	125694329	769941-125694329	overdominant	NA	5.64 	4.97 
gnl.UG.Ssc.S35166636	10	2840048	1592434-4292292	overdominant	trans	5.64 	5.53 
THY01_0074_E08	10	47211791	47211791-53395551	overdominant	NA	5.64 	5.06 
DCI01_0108_E01	4	9005118	8626767-9005118	overdominant	trans	5.64 	4.89 
gnl.UG.Ssc.S35171749	9	17341774	17341774-17341774	overdominant	NA	5.64 	4.95 
gnl.UG.Ssc.S46879036	5	15083277	15083277-91636108	overdominant	trans	5.64 	5.07 
gnl.UG.Ssc.S46877198	7	20917296	20917296-22626219	overdominant	trans	5.64 	4.90 
gnl.UG.Ssc.S40305066	15	147824740	147824740-154381025	overdominant	NA	5.64 	4.91 
THY01_0019_H07	1	13005744	2335493-14444305	overdominant	trans	5.64 	4.87 
gnl.UG.Ssc.S35167795	13	40652820	40652820-58652792	overdominant	trans	5.64 	4.87 
gnl.UG.Ssc.S18304115	12	62035663	33982636-62035663	overdominant	NA	5.64 	5.18 
gnl.UG.Ssc.S19547879	3	21126379	19875986-28449298	overdominant	NA	5.64 	5.34 
gnl.UG.Ssc.S26734197	13	210320199	2161727-210320199	overdominant	trans	5.64 	4.99 
gnl.UG.Ssc.S23775545	7	7187201	7187201-7187201	overdominant	NA	5.64 	4.98 
gnl.UG.Ssc.S35172710	4	136573443	136573443-136573443	overdominant	NA	5.64 	4.90 
OVRM1_0166_B07	11	23432957	23432957-55454925	dominant	NA	5.64 	7.76 
gnl.UG.Ssc.S43678668	15	133052815	13260963-135820525	overdominant	trans	5.64 	4.86 
gnl.UG.Ssc.S18385769	3	14968787	11768000-82336036	overdominant	NA	5.64 	5.07 
gnl.UG.Ssc.S40519647	6	42946643	16028498-48317509	overdominant	NA	5.63 	4.86 
gnl.UG.Ssc.S26718999	1	215183377	215183377-279545606	overdominant	NA	5.63 	4.94 
gnl.UG.Ssc.S46880601	6	17633226	14947951-112588168	overdominant	NA	5.63 	5.06 
gnl.UG.Ssc.S50184944	7	96602819	81242042-97450106	overdominant	NA	5.63 	4.99 
gnl.UG.Ssc.S52898483	6	71914783	18278204-71914783	overdominant	trans	5.63 	5.10 
gnl.UG.Ssc.S35164904	6	28694089	28694089-28694089	overdominant	trans	5.63 	4.90 
gnl.UG.Ssc.S46879186	1	32337588	26121782-44013987	overdominant	trans	5.63 	5.13 
OVR01_0084_A03	4	98648079	83571400-121334654	overdominant	trans	5.63 	4.84 
gnl.UG.Ssc.S35164277	15	150584060	150584060-150584060	overdominant	trans	5.62 	5.45 
gnl.UG.Ssc.S33333597	17	20932769	20861474-35417504	overdominant	trans	5.62 	4.88 
gnl.UG.Ssc.S35170146	6	31817018	31817018-31817018	overdominant	trans	5.62 	6.00 
UTR01_0075_E02	13	203251297	59169171-207828898	overdominant	NA	5.62 	4.95 
gnl.UG.Ssc.S26722670	14	84386503	65141940-87889780	overdominant	NA	5.62 	4.84 
OVR01_0055_G10	3	59736168	59736168-59736168	overdominant	trans	5.62 	5.83 
SMG01_0102_F05	15	132129168	132129168-138046832	overdominant	NA	5.62 	5.13 
gnl.UG.Ssc.S18555071	13	118575955	118575955-145009805	overdominant	trans	5.61 	4.83 
gnl.UG.Ssc.S26731553	16	71676371	18897025-72948486	overdominant	NA	5.61 	5.26 
gnl.UG.Ssc.S17511439	14	107218916	101418236-107218916	overdominant	trans	5.61 	4.99 
gnl.UG.Ssc.S26714703	14	3793177	3793177-3793177	overdominant	trans	5.61 	4.85 
gnl.UG.Ssc.S34529076	3	108370766	57894385-110510446	overdominant	trans	5.61 	4.83 
gnl.UG.Ssc.S35169877	3	128354675	128354675-128354675	overdominant	NA	5.61 	5.49 
gnl.UG.Ssc.S23765088	8	131207688	15464960-131233724	overdominant	NA	5.61 	4.93 
gnl.UG.Ssc.S35165416	14	64974040	64974040-129682891	overdominant	NA	5.61 	4.84 
gnl.UG.Ssc.S35169159	11	67750783	67750783-70322964	overdominant	NA	5.61 	5.63 
gnl.UG.Ssc.S46876867	16	21851648	18733821-83806833	overdominant	trans	5.61 	4.87 
gnl.UG.Ssc.S35166211	11	76775112	68249524-77195573	overdominant	trans	5.60 	4.87 
gnl.UG.Ssc.S23768320	18	23493449	11223850-23493449	overdominant	NA	5.60 	4.94 
gnl.UG.Ssc.S23213040	8	129335905	102887332-131484411	overdominant	trans	5.60 	4.89 
gnl.UG.Ssc.S40556955	1	23200010	19609094-291299470	overdominant	trans	5.60 	4.90 
gnl.UG.Ssc.S35168272	14	7521763	5163940-12524412	overdominant	NA	5.60 	5.23 
MLN01_0020_B02	17	40440257	439303-40914227	overdominant	trans	5.60 	4.84 
gnl.UG.Ssc.S35168495	8	40276791	34932995-74771919	overdominant	trans	5.60 	4.82 
SKNB1_0080_A03	5	7562246	6339709-7562246	dominant	NA	5.60 	5.94 
SKNB1_0075_C05	9	49113460	49113460-49113460	overdominant	NA	5.60 	5.29 
gnl.UG.Ssc.S18361198	3	72986757	72986757-72986757	overdominant	NA	5.60 	4.83 
OVRM1_0010_E08	11	52511272	52511272-72801211	overdominant	NA	5.60 	5.04 
gnl.UG.Ssc.S35324244	8	147466637	144877617-147466637	overdominant	NA	5.60 	4.88 
gnl.UG.Ssc.S18378418	6	6617115	5951885-6617115	overdominant	trans	5.60 	4.85 
gnl.UG.Ssc.S18557342	5	75503951	68835815-79248140	overdominant	NA	5.60 	4.82 
gnl.UG.Ssc.S46877217	10	9818909	9818909-69529203	overdominant	trans	5.59 	4.98 
TES01_0043_F08	2	145086654	140802585-147193204	overdominant	trans	5.59 	4.93 
gnl.UG.Ssc.S35166868	5	1803415	1296573-5410296	overdominant	trans	5.59 	4.87 
gnl.UG.Ssc.S22282135	12	9788471	9128147-9992535	overdominant	NA	5.59 	5.19 
OVRM1_0158_D10	6	107414338	75507418-107414338	dominant	NA	5.59 	5.57 
gnl.UG.Ssc.S35164479	8	40505736	40505736-82041737	overdominant	NA	5.59 	4.81 
gnl.UG.Ssc.S35165641	14	4334518	4334518-4334518	overdominant	NA	5.59 	5.03 
gnl.UG.Ssc.S35167812	12	3355504	3308664-7768043	overdominant	trans	5.59 	4.94 
